"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","symbol"
154.206084546975,-3.49014312405526,0.25212629474238,-13.8428366927038,1.40548683765273e-43,2.47653087134764e-42,"ENSG00000000005","TNMD"
3438.09179764379,-1.42807288836666,0.10118297622508,-14.1137663828937,3.12435478478937e-45,5.8678101818604e-44,"ENSG00000000971","CFH"
734.321836799937,-2.58818817289696,0.153394991138045,-16.8727032981655,7.14502912137659e-64,2.38051700420829e-62,"ENSG00000003096","KLHL13"
457.168147547843,-2.11674359443142,0.138502993581116,-15.2830169204373,9.92380880070482e-53,2.39280160866516e-51,"ENSG00000003137","CYP26B1"
1484.5712979516,-1.75298838713463,0.124659131331891,-14.0622541518238,6.47891556391654e-45,1.19847430373452e-43,"ENSG00000003436","TFPI"
400.234241892895,-4.50366727688305,0.168262615053357,-26.7657035726855,8.10675037875526e-158,2.47384974933863e-155,"ENSG00000004776","HSPB6"
5883.19950991833,-3.59725780899844,0.153873904315666,-23.37795888781,7.16285708045143e-121,1.06575305193922e-118,"ENSG00000004799","PDK4"
57.0888049066522,-3.54504556962045,0.198472160012348,-17.8616767681669,2.34487967968646e-71,9.91555034896544e-70,"ENSG00000004846","ABCB5"
5.31214432108346,-2.12033758508022,0.216020631052685,-9.81544019544637,9.66153833680998e-23,7.31254821037229e-22,"ENSG00000004939","SLC4A1"
35.9287917600815,-1.41946029406367,0.174791988012201,-8.12085445223379,4.62912918350063e-16,2.51310571310499e-15,"ENSG00000004948","CALCR"
1986.85001830789,-1.17607193263175,0.0810238044963028,-14.515140827353,9.71579498826245e-48,1.97573742736695e-46,"ENSG00000005020","SKAP2"
466.714634866098,-2.66671398606864,0.165498201178465,-16.1132505796421,2.05909143668424e-58,5.84079755663363e-57,"ENSG00000005102","MEOX1"
361.952993227414,-1.24415652898266,0.108516075909855,-11.4651817120276,1.97344929568673e-30,2.10950369826754e-29,"ENSG00000005108","THSD7A"
254.808751041587,-1.72424503459842,0.126312073391902,-13.6506747795097,2.00017821626966e-42,3.38258165695304e-41,"ENSG00000005187","ACSM3"
4586.57983557994,-2.48801524199353,0.116703575079106,-21.3191004672056,7.54955816489541e-101,7.0921437584341e-99,"ENSG00000005249","PRKAR2B"
16.942957163484,-1.03654961615798,0.147006445701241,-7.05104875649157,1.77574255010569e-12,7.8570212020284e-12,"ENSG00000005381","MPO"
4477.60596852478,-1.14646760972241,0.0764424798491786,-14.997781495111,7.59145911429309e-51,1.72536435562515e-49,"ENSG00000005810","MYCBP2"
16.6607286647618,-1.30255932867015,0.198473148707154,-6.56289950129258,5.2771416241335e-11,2.11536023437279e-10,"ENSG00000005981","ASB4"
42.262489646646,-1.45923391039193,0.243999797475811,-5.98047180976284,2.22492230251801e-09,7.94840261827143e-09,"ENSG00000006128","TAC1"
5630.51422659183,-2.3801039058568,0.141774074204008,-16.7880052768457,2.98717177724879e-63,9.72912303521343e-62,"ENSG00000006210","CX3CL1"
96.4775206390588,-1.11356835928352,0.165738507708307,-6.71882699247757,1.83193256571669e-11,7.56684966147829e-11,"ENSG00000006283","CACNA1G"
894.334024322401,-1.02725508015647,0.104890451664762,-9.79359954936281,1.19948025854635e-22,9.03712835146341e-22,"ENSG00000006468","ETV1"
61.7055213777853,-1.56887738726736,0.183302799202659,-8.55893851098699,1.13911448008963e-17,6.68647080875937e-17,"ENSG00000007174","DNAH9"
407.125031182665,-1.7856148474815,0.238227295420474,-7.49542509110834,6.60838376018924e-14,3.17624062952113e-13,"ENSG00000007216","SLC13A2"
2987.45772179599,-1.08447481305151,0.101653169282983,-10.6683817209136,1.43096821082799e-26,1.29086211600017e-25,"ENSG00000007237","GAS7"
249.138497038421,-3.59915162789578,0.152099156028161,-23.663192629612,8.63409325549786e-124,1.37886469290301e-121,"ENSG00000007314","SCN4A"
6.62175169795365,-1.23208332286196,0.205369920250071,-5.99933681311116,1.98125023611291e-09,7.10225954449455e-09,"ENSG00000007350","TKTL1"
678.014097384803,-1.5041305810611,0.166402466535151,-9.03911229430823,1.5794923464014e-19,1.01834851723982e-18,"ENSG00000007908","SELE"
783.718645485882,-1.67895050197156,0.0924762481881766,-18.1554781348301,1.16211756936242e-73,5.31777008100796e-72,"ENSG00000008311","AASS"
11016.0958104676,-1.17188299484795,0.121794658571806,-9.62179301284419,6.4693478719138e-22,4.69473578526795e-21,"ENSG00000008394","MGST1"
1869.03553437838,-1.00886483594981,0.0804643435164722,-12.5380360027828,4.62311436974131e-36,6.20777492865208e-35,"ENSG00000009413","REV3L"
92.6600308143361,-1.67759836153435,0.180531661875387,-9.29254372394979,1.50644220168147e-20,1.02533947837135e-19,"ENSG00000009694","TENM1"
76.0648982909405,-1.35017314009016,0.108026734810592,-12.4985092112381,7.60643192998982e-36,1.01369722883397e-34,"ENSG00000009724","MASP2"
333.790293745171,-3.53866401277152,0.164831309400267,-21.4683971488598,3.07440088490107e-102,2.99379159340671e-100,"ENSG00000009950","MLXIPL"
7.25414455664104,-2.76904128858177,0.244981713068261,-11.3030530071043,1.26733992778959e-29,1.31225969181758e-28,"ENSG00000010282","HHATL"
2243.00989595256,-2.85569681039953,0.117885320109523,-24.2243632010025,1.23212907074442e-129,2.24453626537511e-127,"ENSG00000010319","SEMA3G"
45921.7476413924,-1.98733748010669,0.119802433750603,-16.5884566606035,8.44630074084889e-62,2.62767706814331e-60,"ENSG00000011465","DCN"
2173.04393771544,-1.20951560541344,0.0471065989278336,-25.6761394994021,2.15955906731568e-145,5.12200370866802e-143,"ENSG00000011523","CEP68"
4784.38152824168,-1.05860448087856,0.0562148689213286,-18.8313964115091,4.1760248111244e-79,2.22550999667375e-77,"ENSG00000012822","CALCOCO1"
6.73020831186395,-2.56952148406484,0.218901382002729,-11.7382606749957,8.11379534251984e-32,9.17903033908207e-31,"ENSG00000013293","SLC7A14"
550.879244751855,-2.44463257299939,0.139785502883169,-17.4884556880165,1.75447469505246e-68,6.75698413504529e-67,"ENSG00000013297","CLDN11"
0.628724705473536,-1.42476509502648,0.445061958349612,-3.20127359415265,0.00136821551378123,0.00277853531982276,"ENSG00000016490","CLCA1"
40.4319003739999,-3.26453353691713,0.246355480388348,-13.2513128255601,4.43378658234591e-40,6.8767470106893e-39,"ENSG00000016602","CLCA4"
199.779609828482,-2.50241509635979,0.141696536917857,-17.6603828914355,8.46634066058554e-70,3.4345671553654e-68,"ENSG00000017427","IGF1"
2.38613438017064,-1.15294551853247,0.185432048465254,-6.21761733246725,5.0476069942971e-10,1.88989411610483e-09,"ENSG00000018607",NA
875.246462125163,-4.52600117958504,0.210453599689065,-21.5059337843211,1.37000543138228e-102,1.34226912510276e-100,"ENSG00000018625","ATP1A2"
4406.71492831661,-1.33157680332242,0.0717019138231783,-18.5710078339914,5.51578709155837e-77,2.77877349691442e-75,"ENSG00000019144","PHLDB1"
462.903006215613,-1.58049358709986,0.230861866988418,-6.8460573749893,7.59130429343804e-12,3.22000344133348e-11,"ENSG00000019169","MARCO"
662.047965580457,-1.04180487774963,0.0656675916631527,-15.8648254239878,1.11025773205808e-56,3.01373642735993e-55,"ENSG00000019485","PRDM11"
422.699792348656,-1.0019260067615,0.115117921801607,-8.70347545439715,3.21872034269099e-18,1.9458535219978e-17,"ENSG00000019991","HGF"
2101.79287826689,-1.4361910327135,0.0934494660484604,-15.3686381896365,2.65695262632731e-53,6.51123275331669e-52,"ENSG00000020181","ADGRA2"
1137.29266685516,-1.66876454652533,0.0931817277129866,-17.9087100817166,1.00845618892656e-71,4.31770652470702e-70,"ENSG00000020577","SAMD4A"
