"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901988","negative regulation of cell cycle phase transition","73/2849","269/18842",0.271375464684015,1.79475482821208,5.54117053736089,2.32109214529746e-07,2.31940407828269e-05,2.3194040782827e-05,"RAD51/TICRR/KNTC1/CCND1/RAD21/H2AX/BUB3/NUF2/DNA2/EME1/WDR76/ORC1/TEX14/CDT1/AURKB/SKA1/SOX2/BIRC5/HASPIN/CDKN2D/BARD1/ZWILCH/TTK/CDC6/ZWINT/PLK1/MUC1/CAMSAP3/TRIP13/MAD2L1/INTS7/SKA3/PKMYT1/SPC25/SUSD2/CDC45/CLSPN/TIMELESS/NDC80/BRIP1/EME2/MACROH2A1/CDK1/RFC4/CDC7/GEN1/SPC24/CDCA8/HORMAD1/CENPF/E2F7/BUB1B/PARP9/CCNB1/RFC2/KNL1/INHBA/CHEK1/DONSON/DBF4/TELO2/GPR132/BUB1/FANCD2/E2F1/HUS1B/BRCA1/FBXO6/CDC20/BLM/BRSK1/BRCA2/DTL",73
"GO:0009914","hormone transport","75/2849","281/18842",0.266903914590747,1.76518201429233,5.45444364100396,3.27243491514231e-07,3.18232432096748e-05,3.18232432096748e-05,"AGT/MTNR1B/SLC7A8/TACR3/TRPM5/INHA/FOXD1/PDX1/TOR2A/SLC17A4/TRPA1/ILDR1/SPP1/SLC25A22/BRSK2/RAB3A/ABAT/PLA2G3/SLC7A5/FOXA2/IFNG/KCNK16/STX1A/ABCA12/NMU/PTPRN2/SCT/CAMP/VAMP8/KISS1R/MAFA/IL11/CCL5/SLC30A8/SYT7/OPRK1/KISS1/HTR1A/CRYM/ALDOA/OSM/GHRH/HTR2C/CACNG4/SOX11/SSTR5/MYB/RETN/CARTPT/BAIAP3/CCKAR/FGB/BMP8A/NKX6-1/TFR2/CHGA/HNF4A/GHSR/PTPRN/WNK4/KCNK9/GDF9/RAB11FIP1/GAL/GIP/INHBA/FGG/RIMS2/PASK/BLK/UQCC2/UCN/KCNJ11/NEUROD1/UCN3",75
"GO:0071168","protein localization to chromatin","26/2849","62/18842",0.419354838709677,2.77342361213329,5.90328523697481,3.30044552938767e-07,3.18232432096748e-05,3.18232432096748e-05,"H4C11/H2AC8/RAD21/H2BC11/AURKB/TONSL/H4C8/PLK1/CENPA/LEF1/H4C4/UHRF1/H2AC4/H4C2/H4C12/H4C5/H4C1/H4C13/H4C3/ESR1/H4C15/H4C6/H4C14/H4C16/PARP1/H4C9",26
"GO:0007218","neuropeptide signaling pathway","39/2849","115/18842",0.339130434782609,2.24285561676866,5.64246306686359,4.04769419792543e-07,3.77053005284714e-05,3.77053005284714e-05,"NPFFR2/GALR3/HCRTR2/RXFP3/AGRP/NPY/PROKR2/NPBWR1/MCHR2/SSTR2/NMU/MCHR1/NPY1R/KISS1R/GLRA1/OPRD1/PNOC/SORCS3/GPR143/OPRK1/MC2R/SSTR5/NXPH4/CARTPT/GALR2/PTH2/PYY/NPW/MC5R/NTSR1/GPR139/GPR84/GAL/SORCS1/PCSK1N/NTSR2/UCN/GRPR/CCKBR",39
"GO:0033045","regulation of sister chromatid segregation","39/2849","115/18842",0.339130434782609,2.24285561676866,5.64246306686359,4.04769419792543e-07,3.77053005284714e-05,3.77053005284714e-05,"DLGAP5/KNTC1/RAD21/BUB3/NUF2/TEX14/UBE2C/AURKB/SKA1/BIRC5/HASPIN/ZWILCH/TTK/CDC6/DPF1/ZWINT/PLK1/TRIP13/MAD2L1/SKA3/CENPE/SPC25/ESPL1/NDC80/CDK1/GEN1/SPC24/CDCA8/ACTL6B/CENPF/RMI2/BUB1B/CCNB1/ANAPC11/TACC3/KNL1/MAPK15/BUB1/CDC20",39
"GO:0044784","metaphase/anaphase transition of cell cycle","37/2849","107/18842",0.345794392523364,2.28692802524578,5.63446297559406,4.5934147244929e-07,4.2075678876355e-05,4.2075678876355e-05,"DLGAP5/KNTC1/RAD21/BUB3/NUF2/TEX14/UBE2C/AURKB/SKA1/BIRC5/HASPIN/ZWILCH/TTK/CDC6/DPF1/ZWINT/PLK1/TRIP13/MAD2L1/SKA3/CENPE/SPC25/ESPL1/NDC80/GEN1/SPC24/CDCA8/ACTL6B/CENPF/BUB1B/CCNB1/ANAPC11/TACC3/KNL1/MAPK15/BUB1/CDC20",37
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","36/2849","103/18842",0.349514563106796,2.31153155425,5.6332286749065,4.85152908668236e-07,4.37114817383709e-05,4.37114817383709e-05,"DLGAP5/KNTC1/RAD21/BUB3/NUF2/TEX14/UBE2C/AURKB/SKA1/BIRC5/HASPIN/ZWILCH/TTK/CDC6/DPF1/ZWINT/PLK1/TRIP13/MAD2L1/SKA3/CENPE/SPC25/ESPL1/NDC80/GEN1/SPC24/CDCA8/ACTL6B/CENPF/BUB1B/CCNB1/ANAPC11/KNL1/MAPK15/BUB1/CDC20",36
"GO:0045132","meiotic chromosome segregation","28/2849","71/18842",0.394366197183099,2.60816001661072,5.72991210950253,5.43181516262887e-07,4.78013398273791e-05,4.78013398273791e-05,"MAJIN/TEX11/DCAF13/NUF2/SKA1/TEX15/SGO1/P3H4/TTK/ZWINT/KASH5/TRIP13/SKA3/ESPL1/SGO2/NDC80/MND1/NCAPH/HORMAD1/TUBB8/SYCE3/KNL1/PTTG3P/MAPK15/SYCP2/FANCD2/PTTG1/SMC4",28
"GO:0045652","regulation of megakaryocyte differentiation","18/2849","35/18842",0.514285714285714,3.40125357268214,6.00130245112624,5.47941122475416e-07,4.78013398273791e-05,4.78013398273791e-05,"H4C11/CIB1/H4C8/H4C4/MYB/H4C2/H4C12/THPO/H4C5/H4C1/H4C13/H4C3/H4C15/H4C6/H4C14/HMGB2/H4C16/H4C9",18
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","36/2849","104/18842",0.346153846153846,2.28930528930529,5.56472936181677,6.34887607006825e-07,5.45209732517111e-05,5.45209732517111e-05,"DLGAP5/KNTC1/RAD21/BUB3/NUF2/TEX14/UBE2C/AURKB/SKA1/BIRC5/HASPIN/ZWILCH/TTK/CDC6/DPF1/ZWINT/PLK1/TRIP13/MAD2L1/SKA3/CENPE/SPC25/ESPL1/NDC80/GEN1/SPC24/CDCA8/ACTL6B/CENPF/BUB1B/CCNB1/ANAPC11/TACC3/KNL1/BUB1/CDC20",36
